Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1058343,-,-,-,36.13,-80.26,-5,289,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Clearsky GHI,Clearsky DNI,Clearsky DHI,Cloud Type,Solar Zenith Angle,Fill Flag,Precipitable Water,Wind Direction,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2006,7,14,15,30,321,56,22,0.162,1.2000000000000002,58.99,31,980,363,663,595,221,6,42.19,0,5.3020000000000005,271.40000000000003,21.4835,16.8771
2006,7,14,16,0,296,85,22,0.162,1.1,59.63,31,980,353,578,540,218,6,48.22,0,5.365,265.2,20.5214,16.1003
2006,7,14,16,30,51,0,22,0.162,1,63.13,30,980,51,490,495,201,6,54.28,0,5.394,265.2,2.8955,2.2675
2006,7,14,17,0,19,0,22,0.162,1,63.67,30,980,19,396,425,185,6,60.32,0,5.424,261.3,1.0455,0.8164
2006,7,14,17,30,73,0,22,0.162,0.9,67.44,29,980,73,301,356,159,6,66.32000000000001,0,5.426,261.3,3.8548,2.9970
2006,7,14,18,0,103,6,23,0.162,0.9,71.12,29,980,105,209,273,126,6,72.24,0,5.429,260.40000000000003,5.2660,4.0654
2006,7,14,18,30,68,0,23,0.162,0.7000000000000001,75.36,28,980,68,122,174,86,6,78.06,0,5.388,260.40000000000003,3.2533,2.4862
2006,7,14,19,0,27,0,24,0.162,0.6000000000000001,84.31,27,980,27,49,80,40,6,83.74,4,5.347,259.1,0.0000,0.0000
2006,7,14,19,30,0,0,24,0.162,0.6000000000000001,89.42,26,980,0,0,0,0,6,89.26,0,5.274,259.1,0.0000,0.0000
2006,7,14,20,0,0,0,23,0.162,0.7000000000000001,85.78,26,980,0,0,0,0,6,94.58,0,5.2010000000000005,251.4,0.0000,0.0000
2006,7,14,20,30,0,0,23,0.162,0.7000000000000001,91.02,25,980,0,0,0,0,7,99.64,0,5.126,251.4,0.0000,0.0000
2006,7,14,21,0,0,0,23,0.162,0.7000000000000001,89.83,25,980,0,0,0,0,7,104.38,0,5.0520000000000005,250.20000000000002,0.0000,0.0000
2006,7,14,21,30,0,0,23,0.162,0.7000000000000001,95.34,24,980,0,0,0,0,7,108.75,0,4.989,250.20000000000002,0.0000,0.0000
2006,7,14,22,0,0,0,22,0.162,0.7000000000000001,93.67,24,980,0,0,0,0,7,112.66,0,4.9270000000000005,256.5,0.0000,0.0000
2006,7,14,22,30,0,0,22,0.162,0.7000000000000001,99.45,23,980,0,0,0,0,3,116.03,0,4.874,256.5,0.0000,0.0000
2006,7,14,23,0,0,0,22,0.162,0.8,97.53,23,980,0,0,0,0,1,118.76,0,4.822,265.1,0.0000,0.0000
2006,7,14,23,30,0,0,22,0.162,0.8,97.51,23,980,0,0,0,0,1,120.76,0,4.78,265.1,0.0000,0.0000
2006,7,15,0,0,0,0,22,0.162,0.9,95.79,23,980,0,0,0,0,1,121.97,0,4.739,272.1,0.0000,0.0000
2006,7,15,0,30,0,0,22,0.162,0.9,95.78,23,980,0,0,0,0,3,122.32000000000001,0,4.708,272.1,0.0000,0.0000
2006,7,15,1,0,0,0,22,0.162,0.9,94.38,23,980,0,0,0,0,3,121.8,0,4.6770000000000005,276.6,0.0000,0.0000
2006,7,15,1,30,0,0,22,0.162,0.9,100,22,980,0,0,0,0,3,120.43,0,4.6530000000000005,276.6,0.0000,0.0000
2006,7,15,2,0,0,0,21,0.162,0.9,98.97,22,980,0,0,0,0,7,118.28,0,4.6290000000000004,278.90000000000003,0.0000,0.0000
2006,7,15,2,30,0,0,21,0.162,0.9,98.97,22,980,0,0,0,0,7,115.42,0,4.604,278.90000000000003,0.0000,0.0000
2006,7,15,3,0,0,0,21,0.162,0.9,97.77,22,980,0,0,0,0,7,111.93,0,4.58,279.90000000000003,0.0000,0.0000
2006,7,15,3,30,0,0,21,0.162,0.9,97.78,22,980,0,0,0,0,7,107.93,0,4.561,279.90000000000003,0.0000,0.0000
2006,7,15,4,0,0,0,21,0.162,0.9,96.55,22,980,0,0,0,0,8,103.48,0,4.542,279.6,0.0000,0.0000
2006,7,15,4,30,0,0,21,0.162,1,96.57000000000001,22,980,0,0,0,0,7,98.67,0,4.532,279.6,0.0000,0.0000
2006,7,15,5,0,0,0,21,0.162,1.1,96.01,22,980,0,0,0,0,7,93.56,0,4.522,281.3,0.0000,0.0000
2006,7,15,5,30,11,0,21,0.162,1.4000000000000001,96.02,22,980,11,11,23,10,8,88.2,4,4.523,281.3,0.0000,0.0000
2006,7,15,6,0,48,162,21,0.162,1.8,91.17,23,980,69,69,162,48,8,82.65,3,4.525,279.8,0.0000,0.0000
2006,7,15,6,30,81,301,21,0.162,1.8,85.85000000000001,24,980,149,149,301,81,7,76.93,3,4.551,279.8,7.1756,5.4949
2006,7,15,7,0,106,413,22,0.162,1.8,83.73,25,980,241,241,413,106,0,71.09,0,4.577,270.7,12.2162,9.4467
2006,7,15,7,30,127,499,22,0.162,2.1,78.92,26,980,336,336,499,127,0,65.15,0,4.623,270.7,17.9018,13.9325
2006,7,15,8,0,142,566,21,0.162,2.4000000000000004,69.22,28,980,433,433,566,142,3,59.15,4,4.67,281.7,23.9887,18.7447
2006,7,15,8,30,81,0,21,0.162,2.4000000000000004,65.32000000000001,29,980,81,527,618,156,3,53.1,0,4.721,281.7,4.6225,3.6214
2006,7,15,9,0,249,22,21,0.162,2.4000000000000004,62.27,30,980,264,616,661,165,4,47.050000000000004,0,4.772,276.2,15.4068,12.0911
2006,7,15,9,30,272,479,21,0.162,2.4000000000000004,62.25,30,980,633,697,693,174,7,41.03,0,4.832,276.2,37.5725,29.5224
2006,7,15,10,0,206,675,22,0.162,2.5,59.910000000000004,31,980,759,759,675,206,0,35.1,0,4.892,270.8,45.6314,35.8854
2006,7,15,10,30,213,695,22,0.162,2.6,59.910000000000004,31,980,819,819,695,213,0,29.34,0,4.95,270.8,49.7105,39.1171
2006,7,15,11,0,220,707,22,0.162,2.7,57.09,32,980,866,866,707,220,3,23.94,4,5.009,275.90000000000003,52.9247,41.6640
2006,7,15,11,30,458,85,22,0.162,2.7,57.08,32,980,539,900,716,223,3,19.21,0,5.0600000000000005,275.90000000000003,33.0923,26.0585
2006,7,15,12,0,483,118,22,0.162,2.7,57.09,32,980,598,919,717,229,3,15.790000000000001,0,5.112,284.1,36.8103,28.9907
2006,7,15,12,30,345,21,22,0.162,2.6,57.08,32,980,366,925,719,229,4,14.68,0,5.1690000000000005,284.1,22.5457,17.7571
2006,7,15,13,0,234,12,22,0.162,2.6,56.92,32,980,246,914,707,235,4,16.330000000000002,0,5.226,292.2,15.1370,11.9213
2006,7,15,13,30,232,700,22,0.162,2.4000000000000004,56.910000000000004,32,980,890,890,700,232,0,20.080000000000002,0,5.272,292.2,54.6009,42.9935
2006,7,15,14,0,234,680,22,0.162,2.3000000000000003,56.95,32,980,851,851,680,234,3,24.990000000000002,4,5.319,300.3,51.9461,40.8907
2006,7,15,14,30,229,663,22,0.162,2,60.26,31,980,800,800,663,229,0,30.490000000000002,0,5.322,300.3,48.4745,38.1404
2006,7,15,15,0,220,642,22,0.162,1.9000000000000001,60.800000000000004,31,980,738,738,642,220,0,36.29,0,5.3260000000000005,309.20000000000005,44.2668,34.8070
2006,7,15,15,30,303,391,22,0.162,1.8,60.800000000000004,31,980,593,666,614,211,7,42.25,0,5.258,309.20000000000005,35.0902,27.5660
2006,7,15,16,0,210,530,22,0.162,1.7000000000000002,61.51,31,980,564,586,590,193,7,48.28,0,5.19,316.40000000000003,32.7810,25.7184
2006,7,15,16,30,244,282,22,0.162,1.6,65.12,30,980,409,497,546,179,8,54.34,0,5.0600000000000005,316.40000000000003,23.2149,18.1789
2006,7,15,17,0,208,100,22,0.162,1.6,65.77,30,980,258,407,513,153,6,60.38,0,4.93,325.20000000000005,14.1919,11.0820
2006,7,15,17,30,153,256,22,0.162,1.3,69.68,29,980,256,312,444,134,7,66.38,0,4.765,325.20000000000005,13.5117,10.5044
2006,7,15,18,0,110,235,23,0.162,1.1,77.92,28,980,181,220,379,105,7,72.3,0,4.6000000000000005,334.6,9.0726,7.0035
2006,7,15,18,30,59,0,23,0.162,0.9,82.61,27,980,59,131,264,76,6,78.13,0,4.428,334.6,2.8218,2.1562
2006,7,15,19,0,24,0,23,0.162,0.8,88.23,26,980,24,55,140,40,7,83.82000000000001,4,4.257,338.3,0.0000,0.0000
2006,7,15,19,30,0,0,23,0.162,0.9,93.63,25,980,0,0,0,0,7,89.34,0,4.108,338.3,0.0000,0.0000
2006,7,15,20,0,0,0,23,0.162,1,89.61,25,980,0,0,0,0,7,94.67,0,3.96,339.8,0.0000,0.0000
2006,7,15,20,30,0,0,23,0.162,1.1,95.13,24,980,0,0,0,0,7,99.73,0,3.841,339.8,0.0000,0.0000
2006,7,15,21,0,0,0,22,0.162,1.3,91.69,24,980,0,0,0,0,7,104.49000000000001,0,3.722,341.90000000000003,0.0000,0.0000
2006,7,15,21,30,0,0,22,0.162,1.6,91.68,24,980,0,0,0,0,3,108.86,0,3.615,341.90000000000003,0.0000,0.0000
2006,7,15,22,0,0,0,21,0.162,1.9000000000000001,88.05,24,980,0,0,0,0,3,112.78,0,3.509,344,0.0000,0.0000
2006,7,15,22,30,0,0,21,0.162,2.1,93.49,23,980,0,0,0,0,3,116.16,0,3.411,344,0.0000,0.0000
2006,7,15,23,0,0,0,21,0.162,2.4000000000000004,90.02,23,980,0,0,0,0,8,118.9,0,3.313,348.3,0.0000,0.0000
2006,7,15,23,30,0,0,21,0.162,2.3000000000000003,95.63,22,980,0,0,0,0,7,120.91,0,3.232,348.3,0.0000,0.0000
2006,7,16,0,0,0,0,20,0.162,2.3000000000000003,92.85000000000001,22,980,0,0,0,0,3,122.12,0,3.152,355.8,0.0000,0.0000
2006,7,16,0,30,0,0,20,0.162,2.3000000000000003,92.85000000000001,22,980,0,0,0,0,0,122.48,0,3.088,355.8,0.0000,0.0000
2006,7,16,1,0,0,0,20,0.162,2.3000000000000003,90.23,22,980,0,0,0,0,0,121.96000000000001,0,3.024,4.800000000000001,0.0000,0.0000
2006,7,16,1,30,0,0,20,0.162,2.2,95.91,21,980,0,0,0,0,0,120.59,0,2.966,4.800000000000001,0.0000,0.0000
2006,7,16,2,0,0,0,19,0.162,2.2,93.56,21,980,0,0,0,0,0,118.44,0,2.908,10.8,0.0000,0.0000
2006,7,16,2,30,0,0,19,0.162,2.1,93.57000000000001,21,980,0,0,0,0,0,115.57000000000001,0,2.849,10.8,0.0000,0.0000
2006,7,16,3,0,0,0,19,0.162,2.1,91.13,21,980,0,0,0,0,3,112.08,0,2.7920000000000003,14.9,0.0000,0.0000
2006,7,16,3,30,0,0,19,0.162,2,96.91,20,980,0,0,0,0,3,108.07000000000001,0,2.743,14.9,0.0000,0.0000
2006,7,16,4,0,0,0,19,0.162,1.9000000000000001,94.8,20,980,0,0,0,0,3,103.62,0,2.695,17.2,0.0000,0.0000
2006,7,16,4,30,0,0,19,0.162,1.8,94.82000000000001,20,980,0,0,0,0,3,98.8,0,2.66,17.2,0.0000,0.0000
2006,7,16,5,0,0,0,19,0.162,1.8,94,20,980,0,0,0,0,0,93.68,0,2.626,16.2,0.0000,0.0000
2006,7,16,5,30,12,60,19,0.162,2,88.4,21,980,14,14,60,12,0,88.32000000000001,0,2.607,16.2,0.0000,0.0000
2006,7,16,6,0,41,285,19,0.162,2.3000000000000003,83.56,22,980,77,77,285,41,0,82.76,0,2.589,12.200000000000001,0.0000,0.0000
2006,7,16,6,30,63,385,19,0.162,2.4000000000000004,78.66,23,980,150,164,449,63,7,77.04,0,2.577,12.200000000000001,7.2184,5.5266
2006,7,16,7,0,77,537,19,0.162,2.6,74.56,24,980,250,262,569,79,8,71.2,0,2.566,17.1,12.6596,9.7881
2006,7,16,7,30,160,266,19,0.162,2.9000000000000004,70.24,25,980,272,364,650,91,3,65.26,0,2.5500000000000003,17.1,14.4800,11.2684
2006,7,16,8,0,100,715,18,0.162,3.3000000000000003,60.63,27,980,466,466,715,100,0,59.25,0,2.5340000000000003,35,25.8024,20.1608
2006,7,16,8,30,108,761,18,0.162,3.2,57.2,28,980,564,564,761,108,0,53.2,0,2.509,35,32.1726,25.2039
2006,7,16,9,0,113,800,18,0.162,3.1,53.730000000000004,29,980,658,658,800,113,0,47.15,0,2.485,38.400000000000006,38.3878,30.1257
2006,7,16,9,30,119,828,18,0.162,3,53.72,29,980,743,743,828,119,0,41.13,0,2.461,38.400000000000006,44.0909,34.6435
2006,7,16,10,0,121,854,18,0.162,3,50.18,30,980,818,818,854,121,0,35.2,0,2.437,32.2,49.1692,38.6671
2006,7,16,10,30,124,870,18,0.162,3,50.18,30,980,882,882,870,124,0,29.46,0,2.42,32.2,53.5251,42.1184
2006,7,16,11,0,124,885,18,0.162,3.1,46.29,31,980,933,933,885,124,0,24.060000000000002,0,2.404,25.900000000000002,57.0118,44.8811
2006,7,16,11,30,126,893,18,0.162,3.2,46.29,31,980,969,969,893,126,0,19.35,0,2.399,25.900000000000002,59.4853,46.8414
2006,7,16,12,0,125,900,17,0.162,3.3000000000000003,45.08,31,980,991,991,900,125,1,15.950000000000001,0,2.394,23.6,60.9950,48.0376
2006,7,16,12,30,125,901,17,0.162,3.3000000000000003,45.07,31,980,997,997,901,125,0,14.84,0,2.4,23.6,61.4092,48.3659
2006,7,16,13,0,486,144,17,0.162,3.4000000000000004,44.11,31,980,625,986,894,129,2,16.47,0,2.407,25,38.4541,30.2846
2006,7,16,13,30,127,889,17,0.162,3.4000000000000004,44.1,31,980,962,962,889,127,0,20.19,0,2.415,25,59.0122,46.4668
2006,7,16,14,0,123,883,17,0.162,3.4000000000000004,43.730000000000004,31,980,924,924,883,123,0,25.080000000000002,0,2.423,28,56.3962,44.3934
2006,7,16,14,30,121,871,17,0.162,3.3000000000000003,43.72,31,980,871,871,871,121,0,30.57,0,2.427,28,52.7701,41.5200
2006,7,16,15,0,116,856,17,0.162,3.2,43.54,31,980,806,806,856,116,0,36.36,0,2.431,31,48.3389,38.0085
2006,7,16,15,30,112,835,17,0.162,3,43.54,31,980,729,729,835,112,0,42.31,0,2.428,31,43.1311,33.8824
2006,7,16,16,0,106,809,17,0.162,2.9000000000000004,43.83,31,980,643,643,809,106,0,48.35,0,2.426,33.800000000000004,37.3638,29.3133
2006,7,16,16,30,99,773,17,0.162,2.6,46.39,30,980,549,549,773,99,0,54.4,0,2.422,33.800000000000004,31.1529,24.3944
2006,7,16,17,0,90,729,17,0.162,2.4000000000000004,48.24,30,980,450,450,729,90,0,60.45,0,2.418,35.5,24.7429,19.3201
2006,7,16,17,30,81,668,17,0.162,1.9000000000000001,51.09,29,980,348,348,668,81,0,66.45,0,2.414,35.5,18.3573,14.2706
2006,7,16,18,0,68,588,19,0.162,1.5,60.25,28,980,246,246,588,68,0,72.38,0,2.41,37.9,12.3215,9.5103
2006,7,16,18,30,53,469,19,0.162,1.2000000000000002,67.74,26,980,149,149,469,53,0,78.2,0,2.388,37.9,7.1241,5.4430
2006,7,16,19,0,33,297,20,0.162,0.9,79.3,24,980,64,64,297,33,0,83.9,0,2.366,40.7,0.0000,0.0000
2006,7,16,19,30,0,0,20,0.162,0.9,84.23,23,980,0,0,0,0,0,89.43,0,2.33,40.7,0.0000,0.0000
2006,7,16,20,0,0,0,19,0.162,1,81.4,23,980,0,0,0,0,0,94.76,0,2.294,39,0.0000,0.0000
2006,7,16,20,30,0,0,19,0.162,0.9,81.4,23,980,0,0,0,0,0,99.83,0,2.254,39,0.0000,0.0000
2006,7,16,21,0,0,0,19,0.162,0.9,79.68,23,980,0,0,0,0,0,104.60000000000001,0,2.215,33.800000000000004,0.0000,0.0000
2006,7,16,21,30,0,0,19,0.162,0.9,84.65,22,980,0,0,0,0,0,108.98,0,2.182,33.800000000000004,0.0000,0.0000
2006,7,16,22,0,0,0,18,0.162,1,82.79,22,980,0,0,0,0,0,112.91,0,2.15,25.1,0.0000,0.0000
2006,7,16,22,30,0,0,18,0.162,1,88,21,980,0,0,0,0,0,116.3,0,2.1310000000000002,25.1,0.0000,0.0000
2006,7,16,23,0,0,0,18,0.162,1.1,86.04,21,980,0,0,0,0,0,119.05,0,2.114,18.1,0.0000,0.0000
2006,7,16,23,30,0,0,18,0.162,1.1,91.5,20,980,0,0,0,0,0,121.07000000000001,0,2.113,18.1,0.0000,0.0000
2006,7,17,0,0,0,0,18,0.162,1.2000000000000002,89.22,20,980,0,0,0,0,0,122.29,0,2.112,16.2,0.0000,0.0000
2006,7,17,0,30,0,0,18,0.162,1.2000000000000002,89.22,20,980,0,0,0,0,0,122.64,0,2.1310000000000002,16.2,0.0000,0.0000
2006,7,17,1,0,0,0,17,0.162,1.3,87.02,20,980,0,0,0,0,0,122.13,0,2.15,17.400000000000002,0.0000,0.0000
2006,7,17,1,30,0,0,17,0.162,1.3,92.58,19,980,0,0,0,0,0,120.76,0,2.195,17.400000000000002,0.0000,0.0000
2006,7,17,2,0,0,0,17,0.162,1.4000000000000001,90.60000000000001,19,980,0,0,0,0,0,118.60000000000001,0,2.241,22,0.0000,0.0000
2006,7,17,2,30,0,0,17,0.162,1.4000000000000001,90.60000000000001,19,980,0,0,0,0,0,115.73,0,2.306,22,0.0000,0.0000
2006,7,17,3,0,0,0,17,0.162,1.5,89.08,19,980,0,0,0,0,0,112.23,0,2.372,25.700000000000003,0.0000,0.0000
2006,7,17,3,30,0,0,17,0.162,1.5,94.83,18,980,0,0,0,0,0,108.21000000000001,0,2.4290000000000003,25.700000000000003,0.0000,0.0000
2006,7,17,4,0,0,0,17,0.162,1.5,93.94,18,980,0,0,0,0,0,103.75,0,2.488,28.700000000000003,0.0000,0.0000
2006,7,17,4,30,0,0,17,0.162,1.5,93.95,18,980,0,0,0,0,0,98.93,0,2.5140000000000002,28.700000000000003,0.0000,0.0000
2006,7,17,5,0,0,0,17,0.162,1.5,94.64,18,980,0,0,0,0,0,93.81,0,2.5420000000000003,30.1,0.0000,0.0000
2006,7,17,5,30,11,69,17,0.162,1.8,88.92,19,980,13,13,69,11,0,88.44,0,2.549,30.1,0.0000,0.0000
2006,7,17,6,0,38,304,17,0.162,2.2,80.63,21,980,76,76,304,38,0,82.87,0,2.557,27.700000000000003,0.0000,0.0000
2006,7,17,6,30,58,470,17,0.162,1.9000000000000001,75.86,22,980,163,163,470,58,0,77.15,0,2.572,27.700000000000003,7.8383,6.0000
2006,7,17,7,0,74,582,18,0.162,1.7000000000000002,74.64,23,980,260,260,582,74,0,71.3,1,2.588,28.6,13.1539,10.1688
2006,7,17,7,30,85,662,18,0.162,1.7000000000000002,66.22,25,980,362,362,662,85,0,65.36,0,2.617,28.6,19.2568,14.9844
2006,7,17,8,0,95,721,17,0.162,1.8,53.480000000000004,28,980,463,463,721,95,0,59.35,0,2.646,57.5,25.6217,20.0186
2006,7,17,8,30,103,765,17,0.162,1.8,50.47,29,980,560,560,765,103,0,53.31,0,2.686,57.5,31.9295,25.0124
2006,7,17,9,0,110,798,17,0.162,1.9000000000000001,46.6,30,980,652,652,798,110,0,47.25,0,2.726,65.2,38.0255,29.8406
2006,7,17,9,30,115,824,17,0.162,1.9000000000000001,46.59,30,980,735,735,824,115,0,41.24,0,2.7680000000000002,65.2,43.6043,34.2606
2006,7,17,10,0,121,841,17,0.162,1.9000000000000001,44,31,980,808,808,841,121,0,35.31,0,2.811,66.4,48.5580,38.1859
2006,7,17,10,30,125,856,17,0.162,1.9000000000000001,44,31,980,870,870,856,125,0,29.580000000000002,0,2.851,66.4,52.7876,41.5376
2006,7,17,11,0,127,867,17,0.162,2,41.57,32,980,919,919,867,127,0,24.19,0,2.891,67.4,56.1481,44.2009
2006,7,17,11,30,129,875,17,0.162,2,41.56,32,980,954,954,875,129,0,19.5,0,2.9290000000000003,67.4,58.5570,46.1100
2006,7,17,12,0,130,879,17,0.162,2.1,41.64,32,980,975,975,879,130,0,16.12,0,2.967,69,60.0032,47.2562
2006,7,17,12,30,130,880,17,0.162,2.1,41.63,32,980,980,980,880,130,0,15.01,0,3.0020000000000002,69,60.3555,47.5358
2006,7,17,13,0,136,868,17,0.162,2.1,39.27,33,980,968,968,868,136,0,16.62,0,3.037,70.3,59.5514,46.8994
2006,7,17,13,30,135,862,17,0.162,2.1,39.26,33,980,944,944,862,135,0,20.31,0,3.068,70.3,57.9018,45.5922
2006,7,17,14,0,133,853,17,0.162,2.1,39.28,33,980,905,905,853,133,0,25.18,0,3.1,70.7,55.2300,43.4751
2006,7,17,14,30,130,840,17,0.162,2,39.27,33,980,853,853,840,130,0,30.650000000000002,0,3.128,70.7,51.6733,40.6566
2006,7,17,15,0,126,822,17,0.162,2,39.29,33,980,788,788,822,126,0,36.43,0,3.157,70.7,47.2527,37.1541
2006,7,17,15,30,121,800,17,0.162,1.9000000000000001,41.56,32,980,712,712,800,121,0,42.38,0,3.162,70.7,42.1176,33.0858
2006,7,17,16,0,115,771,17,0.162,1.9000000000000001,41.69,32,980,627,627,771,115,0,48.410000000000004,0,3.168,71.9,36.4266,28.5776
2006,7,17,16,30,108,734,17,0.162,1.7000000000000002,41.69,32,980,534,534,734,108,0,54.47,0,3.152,71.9,30.2922,23.7198
2006,7,17,17,0,99,685,17,0.162,1.5,42.32,32,980,436,436,685,99,0,60.52,0,3.137,73.7,23.9631,18.7104
2006,7,17,17,30,88,621,17,0.162,1.2000000000000002,47.410000000000004,30,980,336,336,621,88,0,66.52,0,3.12,73.7,17.7145,13.7700
2006,7,17,18,0,75,532,19,0.162,1,55.29,29,980,236,236,532,75,0,72.45,0,3.103,75.4,11.8129,9.1168
2006,7,17,18,30,58,410,19,0.162,0.9,62.1,27,980,141,141,410,58,0,78.28,0,3.078,75.4,6.7394,5.1483
2006,7,17,19,0,34,232,20,0.162,0.8,71.8,26,980,59,59,232,34,0,83.99,0,3.0540000000000003,82.5,0.0000,0.0000
2006,7,17,19,30,0,0,20,0.162,0.8,71.81,26,980,0,0,0,0,0,89.52,0,3.029,82.5,0.0000,0.0000
2006,7,17,20,0,0,0,19,0.162,0.9,67.51,26,980,0,0,0,0,0,94.86,0,3.004,100,0.0000,0.0000
2006,7,17,20,30,0,0,19,0.162,0.8,71.63,25,980,0,0,0,0,0,99.94,0,2.983,100,0.0000,0.0000
2006,7,17,21,0,0,0,19,0.162,0.8,70.10000000000001,25,980,0,0,0,0,0,104.71000000000001,0,2.963,130,0.0000,0.0000
2006,7,17,21,30,0,0,19,0.162,0.8,74.41,24,980,0,0,0,0,0,109.11,0,2.965,130,0.0000,0.0000
2006,7,17,22,0,0,0,18,0.162,0.8,73.61,24,980,0,0,0,0,0,113.05,0,2.967,167,0.0000,0.0000
2006,7,17,22,30,0,0,18,0.162,0.8,78.17,23,980,0,0,0,0,0,116.44,0,2.983,167,0.0000,0.0000
2006,7,17,23,0,0,0,18,0.162,0.9,77.64,23,980,0,0,0,0,0,119.2,0,3,197.20000000000002,0.0000,0.0000
2006,7,17,23,30,0,0,18,0.162,0.9,82.48,22,980,0,0,0,0,0,121.23,0,3.012,197.20000000000002,0.0000,0.0000
2006,7,18,0,0,0,0,18,0.162,0.9,82.41,22,980,0,0,0,0,0,122.45,0,3.024,221.5,0.0000,0.0000
2006,7,18,0,30,0,0,18,0.162,0.9,82.39,22,980,0,0,0,0,0,122.82000000000001,0,3.027,221.5,0.0000,0.0000
2006,7,18,1,0,0,0,18,0.162,0.9,82.08,22,980,0,0,0,0,0,122.3,0,3.031,241.9,0.0000,0.0000
2006,7,18,1,30,0,0,18,0.162,0.9,87.23,21,980,0,0,0,0,0,120.93,0,3.0260000000000002,241.9,0.0000,0.0000
2006,7,18,2,0,0,0,18,0.162,0.9,86.52,21,980,0,0,0,0,0,118.77,0,3.021,258.8,0.0000,0.0000
2006,7,18,2,30,0,0,18,0.162,0.8,92,20,980,0,0,0,0,0,115.89,0,3.021,258.8,0.0000,0.0000
2006,7,18,3,0,0,0,18,0.162,0.8,91.25,20,980,0,0,0,0,0,112.39,0,3.021,278,0.0000,0.0000
2006,7,18,3,30,0,0,18,0.162,0.8,91.25,20,980,0,0,0,0,0,108.36,0,3.007,278,0.0000,0.0000
2006,7,18,4,0,0,0,18,0.162,0.8,90.26,20,980,0,0,0,0,0,103.9,0,2.994,299.40000000000003,0.0000,0.0000
2006,7,18,4,30,0,0,18,0.162,0.8,90.26,20,980,0,0,0,0,0,99.06,0,2.961,299.40000000000003,0.0000,0.0000
2006,7,18,5,0,0,0,18,0.162,0.8,90.9,20,980,0,0,0,0,0,93.93,0,2.9290000000000003,318.6,0.0000,0.0000
2006,7,18,5,30,10,45,18,0.162,1.1,85.49,21,980,11,11,45,10,0,88.56,0,2.894,318.6,0.0000,0.0000
2006,7,18,6,0,40,262,18,0.162,1.4000000000000001,77.97,23,980,72,72,262,40,0,82.99,0,2.859,335.40000000000003,0.0000,0.0000
2006,7,18,6,30,63,429,18,0.162,1.2000000000000002,73.42,24,980,157,157,429,63,0,77.26,0,2.831,335.40000000000003,7.5445,5.7739
2006,7,18,7,0,79,548,18,0.162,1.2000000000000002,68.44,25,980,254,254,548,79,0,71.41,0,2.803,335.6,12.8373,9.9225
2006,7,18,7,30,93,631,18,0.162,1.2000000000000002,60.83,27,980,355,355,631,93,0,65.47,0,2.79,335.6,18.8688,14.6811
2006,7,18,8,0,103,694,17,0.162,1.2000000000000002,50.980000000000004,29,980,456,456,694,103,0,59.46,0,2.777,300.1,25.2185,19.7024
2006,7,18,8,30,112,741,17,0.162,0.9,48.14,30,980,554,554,741,112,0,53.410000000000004,0,2.775,300.1,31.5738,24.7330
2006,7,18,9,0,120,776,16,0.162,0.7000000000000001,43.07,31,980,646,646,776,120,0,47.36,0,2.774,297,37.6621,29.5546
2006,7,18,9,30,126,804,16,0.162,0.30000000000000004,40.7,32,980,729,729,804,126,0,41.34,0,2.791,297,43.2376,33.9719
2006,7,18,10,0,131,824,16,0.162,0.1,37.15,33,980,803,803,824,131,0,35.42,0,2.809,296.90000000000003,48.2474,37.9411
2006,7,18,10,30,135,840,16,0.162,0.2,37.14,33,980,865,865,840,135,0,29.69,0,2.842,296.90000000000003,52.4758,41.2918
2006,7,18,11,0,140,849,15,0.162,0.4,34,34,980,914,914,849,140,0,24.330000000000002,0,2.876,112.2,55.8339,43.9531
2006,7,18,11,30,142,856,15,0.162,0.5,33.99,34,980,949,949,856,142,0,19.650000000000002,0,2.912,112.2,58.2425,45.8621
2006,7,18,12,0,145,858,15,0.162,0.6000000000000001,33.87,34,980,969,969,858,145,0,16.29,0,2.949,101.10000000000001,59.6269,46.9595
